prof,gender,class,reviewer,review_grade,review_text,sentiment
professor name,gender,class name,reviewer name,review grade," I wrote a paper that directly contradicted Von Blum's own beliefs - and I did great. 'Cause I backed up my arguments. I love a passionate professor, even if we disagree. Be prepared to feel passionate and even doubtful about your beliefs in his class. He will push you. And he will interrupt you even if you agree with him - he's just so fast paced that he interrupts a lot. He'll be REAL quick to interrupt you if you make carelessly uneducated comments. Don't take his class if you either can't handle your own ego, or don't care about the subject.","POS: 0.879, NEU: 0.100, NEG: 0.021"
professor name,gender,class name,reviewer name,review grade," Note: I believe Professor Teeter is moving on to do some work with indigenous tribes so this is more of a review of AmIndM10 in general. You should take this class if you want an easy GE. Firstly the grading is very lenient: it’s based on 5 discussion posts (full marks for engaging i.e a paragraph or two), discussion attendance (both being present and contributing), and 5 essays (750-1000 words each). The essays were quite easy to score well on because only 5/20 pts were based on content, the other 15 was things like citing enough sources and meeting the word count.  The workload depends on you. The readings are often very long, but not all readings need to be read for the purpose of the essays/discussion post so you can actually skim/skip a lot without having it negatively affect your grade. The 5 essays are usually once every fortnight and are 750-1000 words so relatively light. Overall the course is fairly easy but also what you learn is definitely very enlightening.","POS: 0.596, NEU: 0.401, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"I took this class to fulfill a GE requirement, and it was my favorite GE by far. Professor Teeter was extremely clear during lecture and the workload was extremely manageable. We had 5 short writing assignments as opposed to longer papers or tests, and the prompts really helped to make connections between the course's different topics. Marina was also an amazing TA and extremely accommodating!","POS: 0.992, NEU: 0.007, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"Really enjoyed this class a lot! I actually took it for my global health minor and didn't think I would enjoy it as much as I did since it's outside of my major/minor focus more generally. Class structure involved lectures once per week, weekly readings, and then alternate assignments of reading logs and essays. Reading logs were really easy as we just had to reflect on a couple of the readings for completion credit, but essays did involve a bit more work (as we had to incorporate outside sources), but at least in my opinion were not graded harshly at all. Overall, I felt like the grading was very fair and never once stressed about my grade in the class as long as I kept up with assignments (1 week grace period helped as well) and often could get away with skimming the readings for key themes/ideas (since I didn't have time to read every word). Beyond the grades though, the subject matter of the class was something I never really learned that much about in high school touching on things like: genocide/displacement, boarding schools, indigenous activism, cultural appropriation/use of the ""Indian Mascot"", and indigenous futurism. I found all the topics, lectures, course discussions etc. to be extremely interesting and valuable for anyone who wants to be mindful of the foundations of the society we live in. Note, I had Elizabeth as a TA and she was amazing as well in terms of leading interesting class discussions every week. This class was one of my favorites at UCLA (I'm a senior) and I would highly recommend it if you have the chance to take it for your major, minor, GE, or just for fun/to learn. Dr. Teeter is great and makes the class accessible to all!","POS: 0.989, NEU: 0.010, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"There is a bit of writing in this class. However, it is all doable. The material is fantastic and engaging.","POS: 0.992, NEU: 0.006, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Honestly, this class was pretty doable as long as you did the readings. The lectures were also helpful, but they weren't really required to understand the material because the main textbook (Calloway) covered all of the information needed. There are five books and 3 movies for this class, but he spaces them out so you have enough time to read everything. They were also really interesting and coincided with each week's lecture theme, so the class went by smoothly. There were 3 possible essay prompts given at the beginning of the quarter, and you write 2 (25% each), and the final was 50% of your grade. He gave a study guide for the final a week in advance, so you could prepare your entire exam before the final exam date. Madley also responded to emails within 2 days MAX and was very receptive to student concerns. Overall, the class was well organized and I would recommend taking a class with him.","POS: 0.918, NEU: 0.080, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"This class is conflicting for me. The lectures were fascinating but really didn't add anything. I only listened to the first 10 and then about 14 minutes from random ones for clarity on a thing or two. Ultimately, the workload was not bad for me. I'm coming from a hardcore STEM  major so take that with a grain of salt.My largest set of gripes with this class are all logistical. The final format was confirmed in Week 10, and we were never given a hint it would be an essay, which was frustrating, to say the least. This meant that within about three weeks, a lot of us wrote three essays for this class. An A was >95, which is absurd to me. His grading scheme was kinder to those in the low B to C ranges, but that doesn't mean that being told Wednesday Week 10 that you need a 95 for an A is pleasant. The Prof never sent us an email until Week 10, which was just weird. He didn't release the reading list in a timely manner at the beginning, which meant some people were forced into doing essay options 2 and 3 because their books weren't arriving in time. Some people had alternating TA's grading essays, some had both from either the harder or easier TA, a lack of grading consistency from paper to paper. Just lots of small things that made it hard to feel secure in this class. The assignment breakdown was to pick 2/3 essays to write and turn in. The final was to pick 10/15 terms to ID with a who, what, when, where, why, and then an essay with no citations required, just make your case type of essay. I cranked out 1491 and the textbook at the very beginning of the quarter, only taking notes (google doc with pages listed) for the textbook. I think that was invaluable in not needing to spend as much time on essays later in the quarter. I wish I had done the first two essays, but the election derailed those plans.  For each essay, I read the relevant book the day before (didn't take great notes as I prefer to paraphrase rather than quote) and then combed through the book while writing my essay from 10 p.m. to about 7 a.m. before the 10 a.m. deadline. This meant that besides the first week, I probably only spent like 14 hours total on each essay, which in my opinion, is pretty low compared to other classes' assignments. That being said, the grading is a crapshoot. They are sticklers for grammar, but Grammarly premium meant I didn't ever get a grammar comment, so apparently not too picky. My biggest gripe is I got 23/25 on both my essays, but absolutely no comments on how to improve for the next essay. There's no rubric or advice provided, which was frustrating. Not sure it will help, but our TA's were Zavardino and Marissa Jenrich. Everyone said Zav was a very harsh grader, but he treated me well.  The final was fine, with a 50/50 very possible for the terms, but that section took longer than expected. For the essay, I got a 24/25, meaning I scraped an A with not a point to spare. Given that I had to put comparatively less work into this class, I think it was a win, but I don't know that it was as good as it could have been or that I would recommend it. fascinating","NEG: 0.909, NEU: 0.085, POS: 0.006"
professor name,gender,class name,reviewer name,review grade,"I don’t understand how this professor got such positive reviews. I am not sure if this class is worse because we are remote. There is very little clarity on the requirements for the essays. The TAs were unbelievably harsh on the essays. They graded the essays harder than an english class at UCLA in terms of grammar and structure. It felt as if the structure was more important than the content. The class was poorly structured and very unorganized. I understand that everything is tougher since it is remote but I feel Professor Madley could have done more to make this class better structured. This class is not very friendly if you are going for an A. Professor Madley waited until the very end of the course to tell us that 95% is required for an A which I thought was just unfair and way too high. So, definitely keep that mind if you are gunning for an A. He also promised extra credit if we went to the writing center but walked back on that offer and didn’t give anything else to make up for that. Overall, I didn’t like this class and the essays were very painful due to the lack of clarity and effort from the professor and TAs. If you are taking this class for a GE, do yourself a favor and take something else.","NEG: 0.965, NEU: 0.032, POS: 0.003"
professor name,gender,class name,reviewer name,review grade,"I took this class in Fall 2020, and although it was interesting, the TA's and professor were not much help as they never held one single class for us to meet and discuss the material. This class is all self-taught. The class required 2 5-page essays and 1 final, which consisted of 10-15 ID terms and a last-minute, surprise 5-page essay.  He gave us a study guide with 100 key terms, making it unnecessarily difficult to study for the final. He also requires 5 books in total which I think is a bit excessive. His lectures were extremely boring and monotone and seemed recycled. We never got to meet him even once, even after requests for one. Overall, my reading and studying for hours got me an A- because an A in his class was a minimum of 95%, which is too high. The grading was inconsistent, as one TA gave me a 23/25 with lots of feedback and the second TA gave me 22/25 with no comments on how to improve. This same TA gave me a 46/50 on the final with no comments either. Overall, it seems like no one in this class can get an A+, let alone an A.","NEG: 0.955, NEU: 0.041, POS: 0.004"
professor name,gender,class name,reviewer name,review grade," I took the class asynchronous during Fall '20, so your mileage may vary. I hear he is amazing in person and it's not that he was bad online, but he certainly didn't live up to the hype of the reviews from the previous years. That's my fault though for putting too much faith in reviews that don't even apply to online learning. I did have a problem with the communication in the class, though, primarily from the TAs. Asynchronous is not synonymous with ""never send out more than one or two emails throughout the quarter.""  Readings were doable and actually incredibly interesting. I typically find US history super boring but the material never ceased to amaze me. In that sense, the class extremely eye-opening. You just have to make sure to get ahead if you like to really pick apart what you read because you'd typically get two weeks to read each book (anywhere from 150-250 pages total). You'd then write two essays (out of three prompt options) which were five pages each. I know people only read the books applicable to their essays, and while it's possible, I wouldn't recommend doing it looking back because content from all four books was on the final.  The lectures are a bit of a different story. I really love the way he lectures, but I'm not entirely sure how useful they are beyond just consolidating what you read in the textbook and required readings. If your eyes glaze over and you have trouble retaining information in denser literature, then the lectures are perfect. But don't expect your knowledge of the course material to be derived from the lectures. You'll mostly learn from the readings.","NEU: 0.572, NEG: 0.284, POS: 0.144"
professor name,gender,class name,reviewer name,review grade," I loved taking this class with Professor Madley. He doesn't post his slides so you have to go to lecture, but his lectures are very interesting. On the first day of class, he'll give 3 essay prompts that will be due later in the quarter. You only have to choose 2 out of the 3. If you go to the history writing center and have them stamp your paper, you get extra points on your paper. There are a couple of books that you need because you'll use these for the citations in your papers. However they're all on reserve in the libraries, so you don't have to buy all of them if you don't want to. The final will be 10 identification and a short essay. All of this will be given before the final so you can prepare everything ahead. He'll give you about 50 identification to memorize (who, what, where, when, and why).  Overall great class and I am looking forward to taking another class with him in the spring.","POS: 0.991, NEU: 0.007, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Amazing professor. Class is extremely organized and exactly what you want from a class. Completely straightforward and clear, he wants you to do well and he gives you all the tools to succeed. Definitely take him.","POS: 0.992, NEU: 0.006, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,this professor was the highlight to my quater.,"POS: 0.988, NEU: 0.010, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade," Madley is a great professor and lecturer. The class is exactly what I hope for in a history class. Madley makes the lectures and materials engaging. He wants to challenge preconceived notions of ""American Indian history,"" both in the mainstream view and in academia. I found the lectures really informative. Although you don't really need to watch them for the essays, Madley promoted the critical thinking that will help when writing the essay. Definitely give them a listen! Because of the circumstances of this quarter, the final was made optional, so I can't give input on the contents of it.  There are four essay prompts, spaced out every two weeks. You are required to submit 2, and they make up 50% of your grade. Don't do what I did and wait until the last two to start... way too stressful, although its manageable with the amount of material you're given. I felt that my TA was great for grading these.  He was clear with the expectations for the essays, and he actually sent back edits and suggestions! The required readings include a textbook and a few books, as well as some documentaries. You need to cite from these readings for the essays. Each essay prompt has the sources you can/need to use, so I found it helpful to read and watch with the intention of doing the essay. Ultimately, if you aren't doing the essay for those sources, you don't need to read the books/chapters for that week, although I found them interesting. I don't know if the final had questions or prompts from each of these, so you might need to do all of them anyways.","POS: 0.986, NEU: 0.012, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," I'm not a history major, nor I did not take Part A of this class but did not feel that this impacted my learning in any significant way. Professor Madley always had excellently prepared and articulated lectures and whenever I left class I felt that I had learned something new or come to a better understanding of a concept or idea that was only briefly touched on in my previous education. A real strength of Madley's was how he so delicately and respectfully gave voice to the histories of American Indian peoples. We covered some horrendous and horrific events but I never felt uncomfortable, just saddened or sorrowful. The material was also presented in a neutral and educational way. I appreciated how we as students were respected enough to not need to be ""convinced"" to believe a certain viewpoint.  In terms of the course materials, the readings were as expected for an upper division history course and the essays assignments were clear and doable. This made it possible to really be present in lectures instead of worrying about little assignments or due dates. Madley is so obviously well educated and passionate about his teachings and everyone in the room could feel it! I have nothing but positive reviews for this instructor and course.","POS: 0.779, NEU: 0.202, NEG: 0.020"
professor name,gender,class name,reviewer name,review grade,"Professor Madley is a gem. He is clearly passionate about Native American History, and his lectures were really interesting and insightful. There are  3 movies and 6 books for the class, each being 100- 350 pages. This is an entirely paper based class, and there is a lot of reading, so you really need to manage your time well in order to get an A. He assigns 4 papers due 2 weeks apart, but you only need to write 2. Each paper is worth 25% of your grade and are out of 25 points. He also gives an extra 2 extra credit points if you take a rough draft of your paper to the History Writing Center. The final is worth 50% of your grade, but it was optional this quarter. Overall, the class is very doable, with the only downside being the reading.","POS: 0.983, NEU: 0.016, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"*online version*Madley is an extremely well articulated professor. While the subject at hand may seem complex, trying to memorize all the different names of the tribes and understanding the different relationships, Madley makes the subject incredibly easy to follow and understand. The class is graded on 2 (4 options offered every two weeks, choose 2) papers, and a final (which became optional, given the circumstances). Although Madley may come off as dry and hard to reach, once you get to talk to him, you really see how passionate he is over understanding Native American history, and his book detailing Native American genocide in California. Overall, relatively easy course, not too quick paced, and if you stay on track with the lectures, you should be good to go!","POS: 0.982, NEU: 0.016, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,Best prof I've ever had.  Extremely knowledgeable about Native American history and it really shows in his detailed lectures.  Out entire grade was based on two papers that were 5 pages each and a final exam.  Extra credit was given to papers taken to the writing center.  I personally loved the class and thought every lecture was interesting and never boring.   Not necessarily the easiest class but I would highly recommend taking it if you're looking for a fantastic professor with great content.,"POS: 0.993, NEU: 0.006, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Madley is one of the best professors I have ever had! He makes his lectures not only engaging and genuinely interesting, but is aware many taking his class may have little knowledge of Native American history, and, therefore, is clear in his explanations. He is very generous by giving you a list of all the terms that may come up in the exam and gives you a choice of two essay questions, which you can write up and memorise beforehand. Couldn't recommend him and this class enough!","POS: 0.992, NEU: 0.006, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade," I would take this class again in a heartbeat, because I'd go about it a totally different way. Madley gives the most amazing lectures. They're very thorough and did a wonderful job at introducing me to Native American studies, which was a subject area I previously had very little knowledge of. Detailed as they are, you really don't need to take extensive notes. I wish I didn't; I would have paid closer attention to the actual material. Madley is also very aware that he is a white man lecturing about ethnic studies, and I personally think he demonstrated his expertise with the utmost respect. There is no midterm, and for the final he will give you a very comprehensive study guide. The two papers are graded very generously. As long as you show that you put effort into research and writing, you will get an A. There is a lot of assigned reading for the course, but if you are short on time I would recommend that you only read the books pertinent to the two essays you choose (out of four total options) that will be provided in the syllabus.  I highly recommend this class! The professor clearly prioritizes your education above all else.","POS: 0.986, NEU: 0.013, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Dr. Madley is hands down one of my favorite professors at UCLA (I'm a History major). He is a very engaging lecturer and does a great job of explaining the material. Even though he uses slides he lectures from his own notes and does not usually write a lot on the slides themselves so you'll need to take notes. I learned so much about Native Americans that I had never learned in high school and to this day am very interested in the topic because of him. I came out of the class with a different perspective on American history. Wish that this class was required, especially for Californians, because he covers the Native American genocide in California. Class breakdown is two five page papers and a final.  Slightly heavy reading but pretty standard for upper division history. Definitely would recommend!","POS: 0.989, NEU: 0.010, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,This class is TOUGH and definitely not an easy A. I had to work my but off for this class but it was extremely rewarding. Madley is an excellent lecture and his choice of readings was very good. My TAs were Christian and Javier. Javier is the tougher of the two graders but he was extremely kind and compassionate to me when I was struggling to get through particularly trying time mentally and physically. Madley is also a very reasonable professor because he knew a lot of us were struggling and he was pretty generous when it came to extensions.,"POS: 0.984, NEU: 0.013, NEG: 0.003"
professor name,gender,class name,reviewer name,review grade,"Where to start with this class...what a rollercoaster. Prof Madley's lectures are fine, but I feel like you could probably get all the content you need for the papers without even watching them, since you can't cite them in your essays anyway. The class consists of reading 6 books (one of which was written by him and is really good), 2 essays & 1 final in which you're given 2 essay prompts and get to pick one + some ID terms to define. The content of the class can actually be really interesting, and this is coming from somebody who usually HATES history. Some of the books were also really good & I recommended them to some friends and again, can't stress this enough, I HATE history. Definitely learned a lot. Your grade depends on the TA who grades your essay each time & let me just say this: Christian is a king, Javier will wreck your life. Overall though, I definitely recommend this class.","POS: 0.540, NEU: 0.426, NEG: 0.034"
professor name,gender,class name,reviewer name,review grade,"I am not a history major, and this class was my second course in the history department at UCLA. Yet, I'm glad I took this course with professor Madley, because I learned so much and he is probably one the best professors I've taken since transferring to UCLA. His course consists of reading six books, two essays, and the final exam. You'll be given three essay prompts, but you only have to choose two. All three essay prompts ask for five page papers. I did the first two since we only had two weeks between each essay and it gave me a grace period during week nine to study for finals. The first essay was due during week five, the second was due week seven, and the third essay was due week nine. In general, your grade consists of the two essays, which are worth twenty-five points each and the final which was worth fifty points. The final was another five page paper worth twenty-five points and the other twenty-five was identifying terms (who, what, when, where, why). The terms took a little more time than usual as he gave us sixty-five terms on the final study sheet and he only chose fifteen to put on the exam. However, you'll only have to identify ten out of those fifteen terms on the exam. This class was a little more reading than I  expected, but I'm glad he chose interesting reads as week eight you'll be instructed to read over 350 to 400 pages in a single week. As mentioned, the readings are six books ranging from 100 to 450 pages. Make sure you set aside time in your schedule for the readings. Especially if your other classes have dense reading assignments. It was most helpful to take notes and annotate during the readings for the essays, which helped me from having to continually look back in the books for important points for my essays. All your papers and final are graded by TA's and I would recommend you drop in during their office hours to speak with them to get a general idea of what they'll be looking for in your papers. Our TA's were Zavardino and Munoz. I would say the former was a little more forgiving than the latter, but they are both stringent about how concise your thesis is structured, how you provide backup evidence from the readings in your argument, and the accuracy of your argument. The first paper I did not go to the writing center and I got a 21/25. The second paper, I did go to the writing center and got 23/25. So if you have time it might help to go by the writing center and get a second opinion on your paper. Professor Madley's lectures are some of the best I've encountered from a history professor, both at community college and UCLA. His research is in the study of California Indians, but his general knowledge of American Indians is the most in-depth and impressive. I learned so much more about the American Indian during the American conquest than I originally thought I knew. In all honesty, I'm so disappointed that I did not get to experience this class in person and I'm sure his in-class experience is that much more intellectually gratifying. With that said, I would definitely recommend this course.","POS: 0.988, NEU: 0.010, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Professor Madley is an amazing lecturer and is very insightful in his field. The books and movies that we were required to read and watch were, for the most part, very pleasant to engage with. There were 3 essays, which you could pick 2 to do, which would account for half of your grade. The other half of the grade was a final which was one 5 page paper and ID's. The paper topic was given a week in advance before it was due, which made the final incredibly easy to knock out. I would take the class again, but only would wish that the lectures were not just slides that you had to download.","POS: 0.986, NEU: 0.012, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade," this class was the easiest class I've ever taken and also an absolute joy. You need to either attend class or buy the course reader, you can do both and it's not bad, but most people got away with doing just one.  selling the course reader for $50, text me at (951) 966-7648","POS: 0.989, NEU: 0.010, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade," Class is super easy....depending on your TA.This Class has one midterm and one Final. BOTH are take home essays :) However, my TA decided we need 21 sources for our midterm, so that was kinda bad. All other TA's only required 7..... BUY the COURSE READER or a pdf. It will come in handy for essay sources and quizzes. Discussion is basically mandatory, but in a good way, it's like extra credit. TA's are your grader, so just kiss up and you'll be fine. Lectures are all over the place; just get through them.  Tldr:Get Course reader (try to get pdf since it's so much cheaper)Kiss up to TA for gradeAttend discussionAttend Lecture Do all of these and you'll def get an A","POS: 0.574, NEU: 0.352, NEG: 0.074"
professor name,gender,class name,reviewer name,review grade," I'm writing this review under WL ARTS M23 and AM IND 10, since they're the same class. Prof. Nabokov is a great professor. Kind, empathetic, funny, and pretty knowledgable about the material. Most of the lectures aren't from him though, as he brings in special guests for nearly every lecture who are experts in the field.  Attendance isn't mandatory for lecture, but I would just go because the midterm is an essay that requires you to have a decent idea of what's going on. Attendance is more or less mandatory for the discussion, since there might be pop quizzes and you'll need to turn in homework through discussion.  Missing a few is fine, but let your TA know beforehand. I HIGHLY recommend Sedna Villavencio. She was a very sweet TA, was understanding of students, and from what I heard, was one of the more generous graders.  Grading scheme is as follows:Film Reviews (3): 30% (10% each and due in discussion, one page double-spaced MAX)Midterm Paper: 30%Take-Home Final: 40% (Bunch of short answer questions and matching vocabulary terms) From what I can tell, Prof. Nabokov and the TA's want you to get an A, and all you really need to do in return is care about the material/be respectful. If you just do the work, you'll most likely get an A. Your writing doesn't need to be good, but just include all of the information they want from you, and make sure you answer all of the requirements they ask of you. I had a lot of personal issues that prevented me from being as diligent as I would have liked, but I talked to Prof. Nabokov and my TA, and they were both very understanding, so I can definitely speak to their kindness.","POS: 0.975, NEU: 0.024, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,I enjoy the class. It taught me a lot about American Indians. I am selling the course reader for $85. It is extremely useful for writing the exams and essays because you are required to cite a certain number of sources from the texts. Please contact me at 310-592-9381 if you are interested.,"POS: 0.989, NEU: 0.010, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," BEST class in the world.You don't need to go to lecture.Once a week you have an easy 1 page write up.You have a take home midterm and final.I went to lectures I found interesting for fun. Take this class, and take it with Damien Montano as your TA because he's amazing.","POS: 0.993, NEU: 0.005, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"This was such a wonderful, life-changing class--definitely one I will never forget. You really don't realize how misinformed you are about Native Americans until taking this class, and it really is relevant to daily life. It was very interesting to learn about native cultures & traditions but I was most fascinated by the contemporary issues--especially a very good lecture on stereotypes of and the actual effects of casinos. The class is a midterm & a final plus two quizzes but it's totally do-able. The $160 course reader was a bit ridiculous but luckily you can do fine by just going to class every day and paying attention in discussion. Nabokov is very concerned about students & really wants everyone to succeed and just have a better understanding of natives. I got an A easily & was never really stressed about my grade. You won't regret taking this class--probably my favorite GE.","POS: 0.984, NEU: 0.014, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"Nabokov is an interesting person, and you can tell that he clearly has a passion for the subject he teaches. My TA was Carlie, and she was an absolute gem. The workload can be a little heavy with the readings, but I found it to be manageable. This quarter, our midterm and final were take-home essays, though usually I believe the final is a two-part test with MC and short answer questions. My major criticisms of this class are the professor's lack of organization and communication with students and TAs, as well as the scope of material of the course. Throughout the quarter, the professor altered the due dates, structure and expectations for submitted work significantly (including the final), which made it stressful for TAs and students that didn't know what to expect or what to plan for. Additionally, this course was pretty history intensive, and I would've appreciated more time spent on modern-day Native Americans and Native American culture. Despite these drawbacks, I don't regret taking the course, and I do feel like I have learned more about Native American Studies.","POS: 0.973, NEU: 0.022, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade,"The classes is very interesting and easy. The professor is pretty unclear and has to TA's do everything. The class is structured around guest speakers, so Nabokov just chills in the back most of the time. He made us buy an $80 course reader, which is ridiculous because all of the readings could have been posted on CCLE. Overall, I learned a lot and it was one of my favorite classes.","POS: 0.920, NEU: 0.072, NEG: 0.008"
professor name,gender,class name,reviewer name,review grade,"Ok yes if you want an easy GE then take this class because you will probably get close to 100% especially if you get a generous TA. The one problem I had with this bozo professor was his lack of communication and not even using CCLE. He honestly didn't do shit for this class (never sent an email to students or put anything on CCLE related to the class the whole quarter). His lectures were so unorganized and boring that he would just ramble about random topics in American Indian studies. I didn't mind the class, just the professor honestly sucked and was so lazy. He makes the TAs do all the work but they are all very generous and helpful. Just be prepared to not know when anything is due because the professor will send you maybe one email throughout the quarter.","NEG: 0.972, NEU: 0.024, POS: 0.004"
professor name,gender,class name,reviewer name,review grade," I'm writing this review under WL ARTS M23 and AM IND 10, since they're the same class. Prof. Nabokov is a great professor. Kind, empathetic, funny, and pretty knowledgable about the material. Most of the lectures aren't from him though, as he brings in special guests for nearly every lecture who are experts in the field.  Attendance isn't mandatory for lecture, but I would just go because the midterm is an essay that requires you to have a decent idea of what's going on. Attendance is more or less mandatory for the discussion, since there might be pop quizzes and you'll need to turn in homework through discussion.  Missing a few is fine, but let your TA know beforehand. I HIGHLY recommend Sedna Villavencio. She was a very sweet TA, was understanding of students, and from what I heard, was one of the more generous graders.  Grading scheme is as follows:Film Reviews (3): 30% (10% each and due in discussion, one page double-spaced MAX)Midterm Paper: 30%Take-Home Final: 40% (Bunch of short answer questions and matching vocabulary terms) From what I can tell, Prof. Nabokov and the TA's want you to get an A, and all you really need to do in return is care about the material/be respectful. If you just do the work, you'll most likely get an A. Your writing doesn't need to be good, but just include all of the information they want from you, and make sure you answer all of the requirements they ask of you. I had a lot of personal issues that prevented me from being as diligent as I would have liked, but I talked to Prof. Nabokov and my TA, and they were both very understanding, so I can definitely speak to their kindness.","POS: 0.975, NEU: 0.024, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"Dr. Nabokov was definitely very passionate and knowledgeable about the topics. However, he was not always the one who was lecturing, so the guest lecturers he brought in varied greatly in style,  topics, and lecturing ability. The class is fairly easy, the grading for the papers is pretty lenient and I was able to get away with going to about 75% of the lectures and skimming/skipping about 25% of the readings. You just needed to have enough material to work with for the final and midterms and you'll be more than okay.  Overall, I didn't find the class super amazingly engaging, but it was solid overall and there were some topics within the 10 weeks I did enjoy a lot.","POS: 0.957, NEU: 0.041, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade,"honestly you could get a low a or high b with very minimal work in this course. I didn’t miss a point all quarter and it wasn’t because I was working incredibly hard. the course reader is expensive and lengthy, but some of the more boring readings I completely skipped and many I skimmed— some readings were very technical or just incredibly long. Nabokov gave a few lectures, his bestie from chapman gave 4, and everyone else was a guest lecture that was an expert in their field. a lot of people never came to lecture or never read the course reader, but I wouldn’t skip both. discussion was mandatory, but most weeks it literally lasted 20 minutes or less. the work for the course was two film reviews (each took me about an hour max), a 7-page midterm paper (maybe a day’s work and mostly only because I kept putting it off), one pop quiz (that if you were alive during lecture you would have gotten full points for), and a final that consisted of 12ish short answers and a matching definitions set. The final was pretty easy; the definitions took 10 minutes, 7/12 paragraph answers I borrowed from my midterm, and the others were pretty easy to write. overall I loved the class and found it really interesting. nabokov really cares about his work and his students, he even said that his main goal was to give everyone an A. he’s funny and basically I really recommend this class.","NEU: 0.648, POS: 0.244, NEG: 0.108"
professor name,gender,class name,reviewer name,review grade," I took this class as a GE. Nabokov only lectures a few times, and for the rest of the class, we have esteemed guest lecturers from various backgrounds. As far as content goes, this was a pretty eyeopening class. We covered Native American sovereignty, law, culture, assimilation, resistance and revitalization, art, and so on.  Other reviews can go more in depth on this.  Here's all the assignments we completed this quarter: - 2 film reviews (~1-2 pages of writing, double spaced)- 1 essay for the midterm- 1 paper for the final (not quite an essay -- just some descriptions and word matching)- 1 pop quiz to check up on our readings (originally there were supposed to be 2, but it was week 7 when we were told about the quizzes and there simply wasn't enough time to have a second one) The one thing that really bugged me was the length and cost of the course reader ($100+). You can't use an older version because the lineup of lecturers changes every quarter. I ended up borrowing the course reader every few weeks from a friend taking the class with me to stay on top of the readings. The readings tended to be super long at times (20-30+ pages a week), and in our case, you couldn't really go without the reader.  Other than that, the course was pretty easy. I went to every lecture and discussion, though you could probably skip one or two lectures if you really need to. We did get points for going to discussion. My TA (Kylie Gemmell) was super nice, occasionally giving us extra points (thanks Kylie!). Outside of class, all we had to do were the readings, 2 film reviews, and 2 papers.","POS: 0.844, NEU: 0.155, NEG: 0.001"
